Course Subject,Course Number,Course Name,Course Description,See Also
INDU, 431,       Quantitative Methods in Health-care Systems (3 credits),"Topics include mathematical modelling and optimization methods in health-care problems, health-care staff planning and scheduling, operating room management, appointment scheduling in clinics, production and delivery of radio-pharmaceuticals, resource allocation and capacity planning in hospitals, ambulance redeployment and dispatching, routing and scheduling of caregivers in home-health industries, health-care facility location, inventory management of blood products, kidney exchange optimization and optimization in radiation therapy (IMRT and VMAT). A project is required. Lectures: three hours per week. Tutorial: one hour per week.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
INDU, 441,       Introduction to Six Sigma (3 credits),"Prerequisite: INDU 372. Overview of the Six Sigma concepts and tools. Six Sigma deployment practices: Define, Measure, Analyze, Improve and Control phases (DMAIC). Project development, and the DMAIC problem-solving approach. Project. Lectures: three hours per week.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
INDU, 466,       Decision Models in Service Sector (3 credits),"Prerequisite: ENGR 371; INDU 320. Introduction to service strategy and operations. Service demand forecasting and development of new services. Service facility location and layout planning. Applications of decision models in service operations and service quality control. Cost analysis, queuing models, risk management and resource allocation models for service decisions. Service outsourcing and supply chain issues. Efficiency and effectiveness issues in different service sectors such as emergency force deployment, municipal resource allocation and health care. Case studies using operations research, operations management, and statistical techniques. Lectures: three hours per week.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
INDU, 475,       Advanced Concepts in Quality Improvement (3 credits),"Prerequisite: INDU 372. Statistical experimental design issues such as randomized blocks, factorial designs at two levels, applications on factorial designs, building models, Taguchi methods. Lectures: three hours per week.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
INDU ,480,       Cases in Industrial Engineering (3 credits),"Prerequisite: INDU 311, 324. This course uses the case teaching method to train industrial engineering students to analyze real-world situations using the tools of operations research. Students assume the roles of engineering consultants working together to solve a problem posed by the client in each case. As a consequence, students obtain experience dealing with all steps involved in solving a real problem, from identification of stakeholders, problem formulation and identification of data requirements, to model implementation and analysis of results. Students are required to participate in class discussions of the case and to present their solutions in either report or presentation form. Lectures: three hours per week.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
INDU, 490,       Capstone Industrial Engineering Design Project (4 credits),"Prerequisite: 75 credits in the program; ENGR 301; MIAE 380; INDU 421 previously or concurrently. A supervised design, simulation or experimental capstone design project including a preliminary project proposal with complete project plan and a technical report at the end of the fall term; a final report by the group and individual oral presentation at the end of the winter term. Lectures: one hour per week, one term. Equivalent laboratory time: three hours per week, two terms.
NOTE: Students will work in groups under direct supervision of a faculty member.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
INDU, 498,       Topics in Industrial Engineering (3 credits),"Prerequisite: Permission of the Department Chair. This course may be offered in a given year upon the authorization of the Mechanical, Industrial and Aerospace Engineering Department. The course content may vary from offering to offering and will be chosen to complement the elective courses available in the Industrial Engineering program. Lectures: three hours per week.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
MECH, 321,     Properties and Failure of Materials (3.5 credits),"Prerequisite: MECH 221 or MIAE 221. This course covers the following topics: the service capabilities of alloys and their relationship to microstructure as produced by thermal and mechanical treatments; tensile and torsion tests; elements of dislocation theory; strengthening mechanisms; composite materials; modes of failure of materials; fracture, fatigue, wear, creep, corrosion, radiation damage; failure analysis; material codes; material selection for design. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: two hours per week, alternate weeks.
NOTE: Students who have received credit for AERO 481 may not take this course for credit.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
MECH, 343,     Theory of Machines (3.5 credits),"Prerequisite: ENGR 213, 233, 243. Introduction to mechanisms; position and displacement; velocity; acceleration; synthesis of linkage; robotics; static force analysis; dynamic force analysis; forward kinematics and inverse kinematics; introduction to gear analysis and gear box design; kinematic analysis of spatial mechanisms. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: two hours per week, alternate weeks.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
MECH, 344,     Machine Element Design (3 credits),"Prerequisite: ENGR 244; MECH 313 or MIAE 313; MECH 343 previously or concurrently. This course covers the following topics: introduction to machine design; static failure theories; failure of ductile vs. brittle materials under static loading; fatigue failure theories; fatigue loads; notches and stress concentrations; residual stresses; designing for high cycle fatigue; design of shafts, keys and couplings; design of spur gears; spring design; design of screws and fasteners; design of bearings; case studies. Lectures: three hours per week. Tutorial: two hours per week.
NOTE: Students who have received credit for MECH 441 may not take this course for credit.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-120.html#perfcreation,
